Index,ID,Name,Age,Photo,Nationality,Overall,Club,Wage
32,189242,Coutinho,26,https://cdn.sofifa.org/players/4/19/189242.png,Brazil,88,FC Barcelona,€340K
33,188567,P. Aubameyang,29,https://cdn.sofifa.org/players/4/19/188567.png,Gabon,88,Arsenal,€265K
34,178603,M. Hummels,29,https://cdn.sofifa.org/players/4/19/178603.png,Germany,88,FC Bayern München,€160K
35,176676,Marcelo,30,https://cdn.sofifa.org/players/4/19/176676.png,Brazil,88,Real Madrid,€285K
36,173731,G. Bale,28,https://cdn.sofifa.org/players/4/19/173731.png,Wales,88,Real Madrid,€355K
37,167948,H. Lloris,31,https://cdn.sofifa.org/players/4/19/167948.png,France,88,Tottenham Hotspur,€150K
38,167664,G. Higuaín,30,https://cdn.sofifa.org/players/4/19/167664.png,Argentina,88,Milan,€245K
39,164240,Thiago Silva,33,https://cdn.sofifa.org/players/4/19/164240.png,Brazil,88,Paris Saint-Germain,€165K
40,162835,S. Handanovič,33,https://cdn.sofifa.org/players/4/19/162835.png,Slovenia,88,Inter,€110K
41,1179,G. Buffon,40,https://cdn.sofifa.org/players/4/19/1179.png,Italy,88,Paris Saint-Germain,€77K
42,205600,S. Umtiti,24,https://cdn.sofifa.org/players/4/19/205600.png,France,87,FC Barcelona,€205K
43,201399,M. Icardi,25,https://cdn.sofifa.org/players/4/19/201399.png,Argentina,87,Inter,€130K
44,201024,K. Koulibaly,27,https://cdn.sofifa.org/players/4/19/201024.png,Senegal,87,Napoli,€115K
45,195864,P. Pogba,25,https://cdn.sofifa.org/players/4/19/195864.png,France,87,Manchester United,€210K
46,193041,K. Navas,31,https://cdn.sofifa.org/players/4/19/193041.png,Costa Rica,87,Real Madrid,€195K
47,192505,R. Lukaku,25,https://cdn.sofifa.org/players/4/19/192505.png,Belgium,87,Manchester United,€230K
48,192387,C. Immobile,28,https://cdn.sofifa.org/players/4/19/192387.png,Italy,87,Lazio,€115K
49,189332,Jordi Alba,29,https://cdn.sofifa.org/players/4/19/189332.png,Spain,87,FC Barcelona,€250K
50,175943,D. Mertens,31,https://cdn.sofifa.org/players/4/19/175943.png,Belgium,87,Napoli,€135K
51,172871,J. Vertonghen,31,https://cdn.sofifa.org/players/4/19/172871.png,Belgium,87,Tottenham Hotspur,€155K
52,171877,M. Hamšík,30,https://cdn.sofifa.org/players/4/19/171877.png,Slovakia,87,Napoli,€125K
53,168651,I. Rakitić,30,https://cdn.sofifa.org/players/4/19/168651.png,Croatia,87,FC Barcelona,€260K
54,152729,Piqué,31,https://cdn.sofifa.org/players/4/19/152729.png,Spain,87,FC Barcelona,€240K
55,222492,L. Sané,22,https://cdn.sofifa.org/players/4/19/222492.png,Germany,86,Manchester City,€195K
56,218667,Bernardo Silva,23,https://cdn.sofifa.org/players/4/19/218667.png,Portugal,86,Manchester City,€180K
57,210257,Ederson,24,https://cdn.sofifa.org/players/4/19/210257.png,Brazil,86,Manchester City,€125K
58,208722,S. Mané,26,https://cdn.sofifa.org/players/4/19/208722.png,Senegal,86,Liverpool,€195K
59,203376,V. van Dijk,26,https://cdn.sofifa.org/players/4/19/203376.png,Netherlands,86,Liverpool,€165K
60,202652,R. Sterling,23,https://cdn.sofifa.org/players/4/19/202652.png,England,86,Manchester City,€195K
61,201942,Roberto Firmino,26,https://cdn.sofifa.org/players/4/19/201942.png,Brazil,86,Liverpool,€195K
62,201535,R. Varane,25,https://cdn.sofifa.org/players/4/19/201535.png,France,86,Real Madrid,€210K
63,199556,M. Verratti,25,https://cdn.sofifa.org/players/4/19/199556.png,Italy,86,Paris Saint-Germain,€135K
64,191043,Alex Sandro,27,https://cdn.sofifa.org/players/4/19/191043.png,Brazil,86,Juventus,€160K
65,190483,Douglas Costa,27,https://cdn.sofifa.org/players/4/19/190483.png,Brazil,86,Juventus,€175K
66,189596,T. Müller,28,https://cdn.sofifa.org/players/4/19/189596.png,Germany,86,FC Bayern München,€135K
67,189509,Thiago,27,https://cdn.sofifa.org/players/4/19/189509.png,Spain,86,FC Bayern München,€130K
68,188350,M. Reus,29,https://cdn.sofifa.org/players/4/19/188350.png,Germany,86,Borussia Dortmund,€100K
69,184432,Azpilicueta,28,https://cdn.sofifa.org/players/4/19/184432.png,Spain,86,Chelsea,€175K
70,184344,L. Bonucci,31,https://cdn.sofifa.org/players/4/19/184344.png,Italy,86,Juventus,€160K
71,184087,T. Alderweireld,29,https://cdn.sofifa.org/players/4/19/184087.png,Belgium,86,Tottenham Hotspur,€150K
72,180206,M. Pjanić,28,https://cdn.sofifa.org/players/4/19/180206.png,Bosnia Herzegovina,86,Juventus,€180K
73,177509,M. Benatia,31,https://cdn.sofifa.org/players/4/19/177509.png,Morocco,86,Juventus,€160K
74,176635,M. Özil,29,https://cdn.sofifa.org/players/4/19/176635.png,Germany,86,Arsenal,€190K
75,135507,Fernandinho,33,https://cdn.sofifa.org/players/4/19/135507.png,Brazil,86,Manchester City,€185K
76,41,Iniesta,34,https://cdn.sofifa.org/players/4/19/41.png,Spain,86,Vissel Kobe,€21K
77,232363,M. Škriniar,23,https://cdn.sofifa.org/players/4/19/232363.png,Slovakia,85,Inter,€82K
78,223848,S. Milinković-Savić,23,https://cdn.sofifa.org/players/4/19/223848.png,Serbia,85,Lazio,€73K
79,220834,Marco Asensio,22,https://cdn.sofifa.org/players/4/19/220834.png,Spain,85,Real Madrid,€215K
80,216594,N. Fekir,24,https://cdn.sofifa.org/players/4/19/216594.png,France,85,Olympique Lyonnais,€92K
81,212831,Alisson,25,https://cdn.sofifa.org/players/4/19/212831.png,Brazil,85,Liverpool,€115K
82,212622,J. Kimmich,23,https://cdn.sofifa.org/players/4/19/212622.png,Germany,85,FC Bayern München,€92K
83,208421,Saúl,23,https://cdn.sofifa.org/players/4/19/208421.png,Spain,85,Atlético Madrid,€77K
84,204485,R. Mahrez,27,https://cdn.sofifa.org/players/4/19/204485.png,Algeria,85,Manchester City,€205K
85,197445,D. Alaba,26,https://cdn.sofifa.org/players/4/19/197445.png,Austria,85,FC Bayern München,€110K
86,193747,Koke,26,https://cdn.sofifa.org/players/4/19/193747.png,Spain,85,Atlético Madrid,€88K
87,193301,A. Lacazette,27,https://cdn.sofifa.org/players/4/19/193301.png,France,85,Arsenal,€180K
88,192774,K. Manolas,27,https://cdn.sofifa.org/players/4/19/192774.png,Greece,85,Roma,€96K
89,192366,N. Otamendi,30,https://cdn.sofifa.org/players/4/19/192366.png,Argentina,85,Manchester City,€170K
90,189513,Parejo,29,https://cdn.sofifa.org/players/4/19/189513.png,Spain,85,Valencia CF,€66K
91,187961,Paulinho,29,https://cdn.sofifa.org/players/4/19/187961.png,Brazil,85,Guangzhou Evergrande Taobao FC,€235K
92,186153,W. Szczęsny,28,https://cdn.sofifa.org/players/4/19/186153.png,Poland,85,Juventus,€125K
93,184941,A. Sánchez,29,https://cdn.sofifa.org/players/4/19/184941.png,Chile,85,Manchester United,€215K
94,184267,Y. Brahimi,28,https://cdn.sofifa.org/players/4/19/184267.png,Algeria,85,FC Porto,€28K
95,183907,J. Boateng,29,https://cdn.sofifa.org/players/4/19/183907.png,Germany,85,FC Bayern München,€115K
96,181872,A. Vidal,31,https://cdn.sofifa.org/players/4/19/181872.png,Chile,85,FC Barcelona,€205K
97,181458,I. Perišić,29,https://cdn.sofifa.org/players/4/19/181458.png,Croatia,85,Inter,€110K
98,180930,E. Džeko,32,https://cdn.sofifa.org/players/4/19/180930.png,Bosnia Herzegovina,85,Roma,€115K
99,179846,S. Khedira,31,https://cdn.sofifa.org/players/4/19/179846.png,Germany,85,Juventus,€160K
100,179844,Diego Costa,29,https://cdn.sofifa.org/players/4/19/179844.png,Spain,85,Atlético Madrid,€100K
101,178518,R. Nainggolan,30,https://cdn.sofifa.org/players/4/19/178518.png,Belgium,85,Inter,€105K
102,171919,Naldo,35,https://cdn.sofifa.org/players/4/19/171919.png,Brazil,85,FC Schalke 04,€38K
103,170890,B. Matuidi,31,https://cdn.sofifa.org/players/4/19/170890.png,France,85,Juventus,€145K
104,168609,Miranda,33,https://cdn.sofifa.org/players/4/19/168609.png,Brazil,85,Inter,€96K
105,165153,K. Benzema,30,https://cdn.sofifa.org/players/4/19/165153.png,France,85,Real Madrid,€240K
106,164169,Filipe Luís,32,https://cdn.sofifa.org/players/4/19/164169.png,Brazil,85,Atlético Madrid,€81K
107,139720,V. Kompany,32,https://cdn.sofifa.org/players/4/19/139720.png,Belgium,85,Manchester City,€170K
108,120533,Pepe,35,https://cdn.sofifa.org/players/4/19/120533.png,Portugal,85,Beşiktaş JK,€57K
109,41236,Z. Ibrahimović,36,https://cdn.sofifa.org/players/4/19/41236.png,Sweden,85,LA Galaxy,€15K
110,220793,D. Sánchez,22,https://cdn.sofifa.org/players/4/19/220793.png,Colombia,84,Tottenham Hotspur,€105K
111,216460,J. Giménez,23,https://cdn.sofifa.org/players/4/19/216460.png,Uruguay,84,Atlético Madrid,€63K
112,212462,Alex Telles,25,https://cdn.sofifa.org/players/4/19/212462.png,Brazil,84,FC Porto,€22K
113,212218,A. Laporte,24,https://cdn.sofifa.org/players/4/19/212218.png,France,84,Manchester City,€135K
114,212198,Bruno Fernandes,23,https://cdn.sofifa.org/players/4/19/212198.png,Portugal,84,Sporting CP,€22K
115,212190,N. Süle,22,https://cdn.sofifa.org/players/4/19/212190.png,Germany,84,FC Bayern München,€84K
116,211300,A. Martial,22,https://cdn.sofifa.org/players/4/19/211300.png,France,84,Manchester United,€165K
117,211117,D. Alli,22,https://cdn.sofifa.org/players/4/19/211117.png,England,84,Tottenham Hotspur,€115K
118,209499,Fabinho,24,https://cdn.sofifa.org/players/4/19/209499.png,Brazil,84,Liverpool,€120K
119,207865,Marquinhos,24,https://cdn.sofifa.org/players/4/19/207865.png,Brazil,84,Paris Saint-Germain,€90K
120,207566,William Carvalho,26,https://cdn.sofifa.org/players/4/19/207566.png,Portugal,84,Real Betis,€38K
121,205498,Jorginho,26,https://cdn.sofifa.org/players/4/19/205498.png,Italy,84,Chelsea,€155K
122,204970,F. Thauvin,25,https://cdn.sofifa.org/players/4/19/204970.png,France,84,Olympique de Marseille,€72K
123,204963,Carvajal,26,https://cdn.sofifa.org/players/4/19/204963.png,Spain,84,Real Madrid,€185K
124,202556,M. Depay,24,https://cdn.sofifa.org/players/4/19/202556.png,Netherlands,84,Olympique Lyonnais,€93K
125,200104,H. Son,25,https://cdn.sofifa.org/players/4/19/200104.png,Korea Republic,84,Tottenham Hotspur,€125K
126,199482,A. Lopes,27,https://cdn.sofifa.org/players/4/19/199482.png,Portugal,84,Olympique Lyonnais,€72K
127,198176,S. de Vrij,26,https://cdn.sofifa.org/players/4/19/198176.png,Netherlands,84,Inter,€88K
128,198009,M. Perin,25,https://cdn.sofifa.org/players/4/19/198009.png,Italy,84,Juventus,€105K
129,193082,J. Cuadrado,30,https://cdn.sofifa.org/players/4/19/193082.png,Colombia,84,Juventus,€150K
130,192629,Iago Aspas,30,https://cdn.sofifa.org/players/4/19/192629.png,Spain,84,RC Celta,€45K
131,192563,B. Leno,26,https://cdn.sofifa.org/players/4/19/192563.png,Germany,84,Arsenal,€115K
132,191202,N. Matić,29,https://cdn.sofifa.org/players/4/19/191202.png,Serbia,84,Manchester United,€165K
133,190941,L. Hrádecký,28,https://cdn.sofifa.org/players/4/19/190941.png,Finland,84,Bayer 04 Leverkusen,€74K
134,190584,Illarramendi,28,https://cdn.sofifa.org/players/4/19/190584.png,Spain,84,Real Sociedad,€51K
135,188377,K. Walker,28,https://cdn.sofifa.org/players/4/19/188377.png,England,84,Manchester City,€165K
136,186942,I. Gündoğan,27,https://cdn.sofifa.org/players/4/19/186942.png,Germany,84,Manchester City,€175K
137,185020,José Callejón,31,https://cdn.sofifa.org/players/4/19/185020.png,Spain,84,Napoli,€105K
138,183898,A. Di María,30,https://cdn.sofifa.org/players/4/19/183898.png,Argentina,84,Paris Saint-Germain,€125K
139,181783,M. Mandžukić,32,https://cdn.sofifa.org/players/4/19/181783.png,Croatia,84,Juventus,€160K
140,180403,Willian,29,https://cdn.sofifa.org/players/4/19/180403.png,Brazil,84,Chelsea,€175K
141,178750,Sergio Asenjo,29,https://cdn.sofifa.org/players/4/19/178750.png,Spain,84,Villarreal CF,€42K
142,178562,E. Banega,30,https://cdn.sofifa.org/players/4/19/178562.png,Argentina,84,Sevilla FC,€31K
143,177413,A. Witsel,29,https://cdn.sofifa.org/players/4/19/177413.png,Belgium,84,Borussia Dortmund,€77K
144,177388,D. Payet,31,https://cdn.sofifa.org/players/4/19/177388.png,France,84,Olympique de Marseille,€75K
145,176769,Jonas,34,https://cdn.sofifa.org/players/4/19/176769.png,Brazil,84,SL Benfica,€25K
146,172879,Sokratis,30,https://cdn.sofifa.org/players/4/19/172879.png,Greece,84,Arsenal,€140K
147,167628,S. Ruffier,31,https://cdn.sofifa.org/players/4/19/167628.png,France,84,AS Saint-Étienne,€41K
148,167397,Falcao,32,https://cdn.sofifa.org/players/4/19/167397.png,Colombia,84,AS Monaco,€115K
149,163587,K. Schmeichel,31,https://cdn.sofifa.org/players/4/19/163587.png,Denmark,84,Leicester City,€78K
150,157481,Raúl Albiol,32,https://cdn.sofifa.org/players/4/19/157481.png,Spain,84,Napoli,€88K
151,143076,A. Gómez,30,https://cdn.sofifa.org/players/4/19/143076.png,Argentina,84,Atalanta,€53K
152,137186,A. Barzagli,37,https://cdn.sofifa.org/players/4/19/137186.png,Italy,84,Juventus,€95K
153,20775,Quaresma,34,https://cdn.sofifa.org/players/4/19/20775.png,Portugal,84,Beşiktaş JK,€80K
154,9014,A. Robben,34,https://cdn.sofifa.org/players/4/19/9014.png,Netherlands,84,FC Bayern München,€110K
155,231443,O. Dembélé,21,https://cdn.sofifa.org/players/4/19/231443.png,France,83,FC Barcelona,€155K
156,230666,Gabriel Jesus,21,https://cdn.sofifa.org/players/4/19/230666.png,Brazil,83,Manchester City,€130K
157,230481,Ronaldo Cabrais,26,https://cdn.sofifa.org/players/4/19/230481.png,Brazil,83,Grêmio,€51K
158,230375,Josué Chiamulera,26,https://cdn.sofifa.org/players/4/19/230375.png,Brazil,83,Grêmio,€43K
159,230294,Louri Beretta,26,https://cdn.sofifa.org/players/4/19/230294.png,Brazil,83,Atlético Mineiro,€60K
160,225850,P. Kimpembe,22,https://cdn.sofifa.org/players/4/19/225850.png,France,83,Paris Saint-Germain,€82K
161,220971,N. Keïta,23,https://cdn.sofifa.org/players/4/19/220971.png,Guinea,83,Liverpool,€120K
162,219683,C. Tolisso,23,https://cdn.sofifa.org/players/4/19/219683.png,France,83,FC Bayern München,€85K
163,213565,T. Lemar,22,https://cdn.sofifa.org/players/4/19/213565.png,France,83,Atlético Madrid,€64K
164,213345,K. Coman,22,https://cdn.sofifa.org/players/4/19/213345.png,France,83,FC Bayern München,€85K
165,213331,J. Tah,22,https://cdn.sofifa.org/players/4/19/213331.png,Germany,83,Bayer 04 Leverkusen,€67K
166,212523,Anderson Talisca,24,https://cdn.sofifa.org/players/4/19/212523.png,Brazil,83,Guangzhou Evergrande Taobao FC,€18K
167,212188,T. Werner,22,https://cdn.sofifa.org/players/4/19/212188.png,Germany,83,RB Leipzig,€70K
168,210008,A. Rabiot,23,https://cdn.sofifa.org/players/4/19/210008.png,France,83,Paris Saint-Germain,€91K
169,209658,L. Goretzka,23,https://cdn.sofifa.org/players/4/19/209658.png,Germany,83,FC Bayern München,€85K
170,208808,Q. Promes,26,https://cdn.sofifa.org/players/4/19/208808.png,Netherlands,83,Sevilla FC,€28K
171,208670,H. Ziyech,25,https://cdn.sofifa.org/players/4/19/208670.png,Morocco,83,Ajax,€28K
172,208618,Lucas Vázquez,27,https://cdn.sofifa.org/players/4/19/208618.png,Spain,83,Real Madrid,€205K
173,208418,Y. Carrasco,24,https://cdn.sofifa.org/players/4/19/208418.png,Belgium,83,Dalian YiFang FC,€20K
174,208093,Gerard Moreno,26,https://cdn.sofifa.org/players/4/19/208093.png,Spain,83,Villarreal CF,€53K
175,207863,Felipe,29,https://cdn.sofifa.org/players/4/19/207863.png,Brazil,83,FC Porto,€22K
176,207410,M. Kovačić,24,https://cdn.sofifa.org/players/4/19/207410.png,Croatia,83,Chelsea,€165K
177,206585,Kepa,23,https://cdn.sofifa.org/players/4/19/206585.png,Spain,83,Chelsea,€84K
178,206545,Manu Trigueros,26,https://cdn.sofifa.org/players/4/19/206545.png,Spain,83,Villarreal CF,€49K
179,206113,S. Gnabry,22,https://cdn.sofifa.org/players/4/19/206113.png,Germany,83,FC Bayern München,€85K
180,204935,J. Pickford,24,https://cdn.sofifa.org/players/4/19/204935.png,England,83,Everton,€78K
181,204639,S. Savić,27,https://cdn.sofifa.org/players/4/19/204639.png,Montenegro,83,Atlético Madrid,€67K
182,203574,J. Stones,24,https://cdn.sofifa.org/players/4/19/203574.png,England,83,Manchester City,€125K
183,202651,Suso,24,https://cdn.sofifa.org/players/4/19/202651.png,Spain,83,Milan,€115K
184,202166,J. Draxler,24,https://cdn.sofifa.org/players/4/19/202166.png,Germany,83,Paris Saint-Germain,€91K
185,201995,Felipe Anderson,25,https://cdn.sofifa.org/players/4/19/201995.png,Brazil,83,West Ham United,€110K
186,200949,Lucas Moura,25,https://cdn.sofifa.org/players/4/19/200949.png,Brazil,83,Tottenham Hotspur,€115K
187,200888,Danilo Pereira,26,https://cdn.sofifa.org/players/4/19/200888.png,Portugal,83,FC Porto,€21K
188,200724,Nacho Fernández,28,https://cdn.sofifa.org/players/4/19/200724.png,Spain,83,Real Madrid,€180K
189,200316,T. Horn,25,https://cdn.sofifa.org/players/4/19/200316.png,Germany,83,1. FC Köln,€25K
190,199914,Allan,27,https://cdn.sofifa.org/players/4/19/199914.png,Brazil,83,Napoli,€87K
191,199845,F. Acerbi,30,https://cdn.sofifa.org/players/4/19/199845.png,Italy,83,Lazio,€64K
192,199564,Sergi Roberto,26,https://cdn.sofifa.org/players/4/19/199564.png,Spain,83,FC Barcelona,€170K
193,198329,Rodrigo,27,https://cdn.sofifa.org/players/4/19/198329.png,Spain,83,Valencia CF,€57K
194,197965,Pizzi,28,https://cdn.sofifa.org/players/4/19/197965.png,Portugal,83,SL Benfica,€22K
195,195365,K. Kampl,27,https://cdn.sofifa.org/players/4/19/195365.png,Slovenia,83,RB Leipzig,€74K
196,194404,Neto,28,https://cdn.sofifa.org/players/4/19/194404.png,Brazil,83,Valencia CF,€41K
197,193698,O. Baumann,28,https://cdn.sofifa.org/players/4/19/193698.png,Germany,83,TSG 1899 Hoffenheim,€42K
198,193474,I. Gueye,28,https://cdn.sofifa.org/players/4/19/193474.png,Senegal,83,Everton,€125K
199,192883,H. Mkhitaryan,29,https://cdn.sofifa.org/players/4/19/192883.png,Armenia,83,Arsenal,€145K
200,192638,Marcos Alonso,27,https://cdn.sofifa.org/players/4/19/192638.png,Spain,83,Chelsea,€130K
201,192593,D. Subašić,33,https://cdn.sofifa.org/players/4/19/192593.png,Croatia,83,AS Monaco,€70K
202,190547,K. Glik,30,https://cdn.sofifa.org/players/4/19/190547.png,Poland,83,AS Monaco,€86K
203,189712,K. Strootman,28,https://cdn.sofifa.org/players/4/19/189712.png,Netherlands,83,Olympique de Marseille,€66K
204,189068,B. Dost,29,https://cdn.sofifa.org/players/4/19/189068.png,Netherlands,83,Sporting CP,€26K
205,188152,Oscar,26,https://cdn.sofifa.org/players/4/19/188152.png,Brazil,83,Shanghai SIPG FC,€29K
206,186627,M. Balotelli,27,https://cdn.sofifa.org/players/4/19/186627.png,Italy,83,OGC Nice,€55K
207,185221,Luiz Gustavo,30,https://cdn.sofifa.org/players/4/19/185221.png,Brazil,83,Olympique de Marseille,€63K
208,184942,Giuliano,28,https://cdn.sofifa.org/players/4/19/184942.png,Brazil,83,Al Nassr,€64K
209,179944,David Luiz,31,https://cdn.sofifa.org/players/4/19/179944.png,Brazil,83,Chelsea,€130K
210,179783,R. Fährmann,29,https://cdn.sofifa.org/players/4/19/179783.png,Germany,83,FC Schalke 04,€38K
211,178088,Juan Mata,30,https://cdn.sofifa.org/players/4/19/178088.png,Spain,83,Manchester United,€160K
212,178086,Adán,31,https://cdn.sofifa.org/players/4/19/178086.png,Spain,83,Atlético Madrid,€55K
213,178005,Rui Patrício,30,https://cdn.sofifa.org/players/4/19/178005.png,Portugal,83,Wolverhampton Wanderers,€74K
214,177683,Y. Sommer,29,https://cdn.sofifa.org/players/4/19/177683.png,Switzerland,83,Borussia Mönchengladbach,€35K
215,177610,Javi Martínez,29,https://cdn.sofifa.org/players/4/19/177610.png,Spain,83,FC Bayern München,€94K
216,177457,L. Bender,29,https://cdn.sofifa.org/players/4/19/177457.png,Germany,83,Bayer 04 Leverkusen,€82K
217,176266,Lucas Leiva,31,https://cdn.sofifa.org/players/4/19/176266.png,Brazil,83,Lazio,€64K
218,163705,S. Mandanda,33,https://cdn.sofifa.org/players/4/19/163705.png,France,83,Olympique de Marseille,€51K
219,162895,Cesc Fàbregas,31,https://cdn.sofifa.org/players/4/19/162895.png,Spain,83,Chelsea,€140K
220,162240,M. Dembélé,30,https://cdn.sofifa.org/players/4/19/162240.png,Belgium,83,Tottenham Hotspur,€120K
221,156616,F. Ribéry,35,https://cdn.sofifa.org/players/4/19/156616.png,France,83,FC Bayern München,€72K
222,104389,R. Jarstein,33,https://cdn.sofifa.org/players/4/19/104389.png,Norway,83,Hertha BSC,€33K
223,53302,D. De Rossi,34,https://cdn.sofifa.org/players/4/19/53302.png,Italy,83,Roma,€80K
224,24630,Pepe Reina,35,https://cdn.sofifa.org/players/4/19/24630.png,Spain,83,Milan,€56K
225,236583,J. Pavlenka,26,https://cdn.sofifa.org/players/4/19/236583.png,Czech Republic,82,SV Werder Bremen,€30K
226,235243,M. de Ligt,18,https://cdn.sofifa.org/players/4/19/235243.png,Netherlands,82,Ajax,€11K
227,231866,Rodri,22,https://cdn.sofifa.org/players/4/19/231866.png,Spain,82,Atlético Madrid,€59K
228,230658,Arthur,21,https://cdn.sofifa.org/players/4/19/230658.png,Brazil,82,FC Barcelona,€125K
229,230621,G. Donnarumma,19,https://cdn.sofifa.org/players/4/19/230621.png,Italy,82,Milan,€23K
230,230258,Rosberto Dourado,30,https://cdn.sofifa.org/players/4/19/230258.png,Brazil,82,Atlético Mineiro,€46K
231,230225,Juiano Mestres,34,https://cdn.sofifa.org/players/4/19/230225.png,Brazil,82,Cruzeiro,€39K
232,230168,Raphaelito Anjos,30,https://cdn.sofifa.org/players/4/19/230168.png,Brazil,82,Grêmio,€32K
233,227055,Gelson Martins,23,https://cdn.sofifa.org/players/4/19/227055.png,Portugal,82,Atlético Madrid,€59K
234,224411,Gonçalo Guedes,21,https://cdn.sofifa.org/players/4/19/224411.png,Portugal,82,Valencia CF,€36K
235,223959,L. Torreira,22,https://cdn.sofifa.org/players/4/19/223959.png,Uruguay,82,Arsenal,€98K
236,222737,Malcom,21,https://cdn.sofifa.org/players/4/19/222737.png,Brazil,82,FC Barcelona,€140K
237,221087,Pau López,23,https://cdn.sofifa.org/players/4/19/221087.png,Spain,82,Real Betis,€21K
238,220814,L. Hernández,22,https://cdn.sofifa.org/players/4/19/220814.png,France,82,Atlético Madrid,€53K
239,220440,C. Lenglet,23,https://cdn.sofifa.org/players/4/19/220440.png,France,82,FC Barcelona,€135K
240,216354,A. Kramarić,27,https://cdn.sofifa.org/players/4/19/216354.png,Croatia,82,TSG 1899 Hoffenheim,€54K
241,216267,A. Robertson,24,https://cdn.sofifa.org/players/4/19/216267.png,Scotland,82,Liverpool,€98K
242,216194,Dani García,28,https://cdn.sofifa.org/players/4/19/216194.png,Spain,82,Athletic Club de Bilbao,€33K
243,212404,F. Bernardeschi,24,https://cdn.sofifa.org/players/4/19/212404.png,Italy,82,Juventus,€110K
244,212194,J. Brandt,22,https://cdn.sofifa.org/players/4/19/212194.png,Germany,82,Bayer 04 Leverkusen,€68K
245,211320,D. Rugani,23,https://cdn.sofifa.org/players/4/19/211320.png,Italy,82,Juventus,€95K
246,210617,Samu Castillejo,23,https://cdn.sofifa.org/players/4/19/210617.png,Spain,82,Milan,€94K
